variable,code,label
RFV1,19402,"Shoulder cramps, contractures, spasms"
RFV1,19403,"Limitation of movement, stiffness of ..."
RFV1,19404,Weakness of shoulder
RFV1,19405,Swelling of shoulder
RFV1,19406,"Lump, mass, tumor of shoulder"
RFV1,19450,Arm symptoms
RFV1,19451,"Arm pain, ache, soreness, discomfort"
RFV1,19452,"Arm cramps, contractures, spasms"
RFV1,19453,"Limitation of movement, stiffness of arm"
RFV1,19454,Weakness of arm
RFV1,19455,Swelling of arm
RFV1,19456,"Lump, mass, tumor of arm"
RFV1,19500,Elbow symptoms
RFV1,19501,"Elbow pain, ache, soreness, discomfort"
RFV1,19502,"Elbow cramps, contractures, spasms"
RFV1,19503,"Limitation of movement, stiffness of ..."
RFV1,19504,Weakness of elbow
RFV1,19505,Swelling of elbow
RFV1,19506,"Lump, mass, tumor of elbow"
RFV1,19550,Wrist symptoms
RFV1,19551,"Wrist pain, ache, soreness, discomfort"
RFV1,19552,"Wrist cramps, contractures, spasms"
RFV1,19553,"Limitation of movement, stiffness of ..."
RFV1,19554,Weakness of wrist
RFV1,19555,Swelling of wrist
RFV1,19556,"Lump, mass, tumor of wrist"
RFV1,19600,Hand and finger symptoms
RFV1,19601,"Hand and finger pain, ache, soreness,..."
RFV1,19602,"Hand and finger cramps, contractures,..."
RFV1,19603,"Limitation of movement, stiffness of ..."
RFV1,19604,Weakness of hand and finger
RFV1,19605,Swelling of hand and finger
RFV1,19606,"Lump, mass, tumor of hand and finger"
RFV1,19650,Symptoms of unspecified muscles
RFV1,19651,"Unspecified muscle pain, ache, sorene..."
RFV1,19652,"Unspecified muscle cramps, contractur..."
RFV1,19653,"Limitation of movement, stiffness of ..."
RFV1,19654,Weakness of unspecified muscles
RFV1,19655,Swelling of unspecified muscles
RFV1,19656,"Lump, mass, tumor of unspecified muscles"
RFV1,19700,Symptoms of unspecified joints
RFV1,19701,"Unspecified joint pain, ache, sorenes..."
RFV1,19702,"Unspecified joint cramps, contracture..."
RFV1,19703,"Limitation of movement, stiffness of ..."
RFV1,19704,Weakness of unspecified joints
RFV1,19705,Swelling of unspecified joints
RFV1,19706,"Lump, mass, tumor of unspecified joints"
RFV1,19750,Musculoskeletal deformities
RFV1,19751,"Bowlegged, knock-kneed"
RFV1,19752,Posture problems
RFV1,19753,"Pigeon-toed, feet turn in"
RFV1,19800,Other musculoskeletal symptoms
RFV1,20050,Intestinal infectious diseases
RFV1,20100,Streptococcal infection
RFV1,20150,Viral diseases
RFV1,20151,HIV with or without associated conditions
RFV1,20160,"Coronavirus infection, unspecified"
RFV1,20170,SARS-assoc coronavirus cause of dis class...
RFV1,20171,Other coronavirus cause of dis class...
RFV1,20200,Venereal diseases
RFV1,20250,Fungus infections (mycoses)
RFV1,20300,Parasitic diseases
RFV1,20310,"Sepsis, septicemia"
RFV1,20350,Other and unspecified infectious and ...
RFV1,21000,"Cancer, gastrointestinal tract"
RFV1,21050,"Cancer, respiratory tract"
RFV1,21100,"Cancer, skin and subcutaneous tissues"
RFV1,21150,"Cancer, breast"
RFV1,21200,"Cancer, female genital tract"
RFV1,21250,"Cancer, male genital tract"
RFV1,21260,Cancer of urinary tract
RFV1,21300,Other malignant neoplasms
RFV1,21350,"Hodgkin's disease, lymphomata, leukemias"
RFV1,21400,Fibroids and other uterine neoplasms
RFV1,21450,Other benign neoplasms
RFV1,21500,Neoplasm of uncertain nature
RFV1,22000,Diseases of the thyroid gland
RFV1,22010,Diabetic skin ulcer (wound check)
RFV1,22050,Diabetes mellitus
RFV1,22100,"Gout, hyperuricemia"
RFV1,22150,"Other endocrine, nutritional, and met..."
RFV1,22500,Anemia
RFV1,22550,Other diseases of blood and blood-for...
RFV1,23000,Organic psychoses
RFV1,23050,Functional psychoses
RFV1,23100,Neuroses
RFV1,23150,Personality and character disorders
RFV1,23200,Alcoholism
RFV1,23210,Drug dependence
RFV1,23250,Mental retardation
RFV1,23300,Other and unspecified mental disorders
RFV1,23301,Attention deficit disorder (ADD)
RFV1,23500,Multiple sclerosis
RFV1,23550,Parkinson's disease (paralysis agitans)
RFV1,23600,Epilepsy
RFV1,23650,Migraine headache
RFV1,23700,Other and unspecified diseases of the...
RFV1,24000,Inflammatory diseases of the eye
RFV1,24050,Refractive error
RFV1,24100,Cataract
RFV1,24150,Glaucoma
RFV1,24200,Other diseases of the eye
RFV1,24500,Otitis media
RFV1,24550,Other diseases of the ear
RFV1,25000,Rheumatic fever and chronic rheumatic...
RFV1,25050,Hypertension with involvement of targ...
RFV1,25100,Hypertension
RFV1,25150,Ischemic heart disease
RFV1,25200,Other heart disease
RFV1,25250,Cerebrovascular disease
RFV1,25300,Atherosclerosis
RFV1,25350,"Phlebitis, thrombophlebitis"
RFV1,25400,Varicose veins
RFV1,25450,Hemorrhoids
RFV1,25500,Other disease of circulatory system
RFV1,26000,Upper respiratory infections except t...
RFV1,26050,Tonsillitis
RFV1,26100,Bronchitis
RFV1,26200,Emphysema
RFV1,26250,Asthma
RFV1,26300,Pneumonia
RFV1,26301,Pneumonia due to SARS-associated coronavirus
RFV1,26310,COVID-19
RFV1,26320,"COVID-19, virus not identified"
RFV1,26330,Vaping-related disorder
RFV1,26350,Hay fever
RFV1,26360,Personal history of COVID-19
RFV1,26370,"Post COVID-10 condition, unspecified"
RFV1,26400,Other respiratory diseases
RFV1,26500,"Diseases of the esophagus, stomach, a..."
RFV1,26550,"Appendicitis, all types"
RFV1,26600,Hernia of abdominal cavity
RFV1,26650,Diseases of the intestine and peritoneum
RFV1,26700,"Diseases of the liver, gallbladder, a..."
RFV1,26750,Other diseases of digestive system
RFV1,26751,Dental abscess
RFV1,26752,Dental cavities
RFV1,26753,Canker sore
RFV1,26755,Temperomandibular joint (TMJ) pain
RFV1,27000,Cystitis
RFV1,27050,Urinary tract disease except cystitis
RFV1,27100,Diseases of the male genital organs
RFV1,27150,Fibrocystic and other diseases of breast
RFV1,27200,Pelvic inflammatory disease (PID)
RFV1,27250,"Cervicitis, vaginitis"
RFV1,27300,Other diseases of female reproductive...
RFV1,27350,Diagnosed complications of pregnancy ...
RFV1,27360,"Other diseases genitourinary system, NEC"
RFV1,28000,"Carbuncle, furuncle, boil, cellulitis..."
RFV1,28050,Impetigo
RFV1,28100,Seborrheic dermatitis
RFV1,28150,"Eczema and dermatitis, NOS"
RFV1,28200,Psoriasis
RFV1,28250,Other diseases of the skin
RFV1,29000,Arthritis
RFV1,29050,Nonarticular rheumatism
RFV1,29100,Other musculoskeletal or connective t...
RFV1,29500,Congenital anomalies of heart and cir...
RFV1,29550,Undescended testicles
RFV1,29600,Other and unspecified congenital anom...
RFV1,29800,Prematurity
RFV1,29900,All other perinatal conditions
RFV1,31000,General medical examination
RFV1,31030,Encounter for screening for COVID-19
RFV1,31050,Well baby examination
RFV1,31300,General psychiatric or psychological ...
RFV1,32000,"Pregnancy, unconfirmed"
RFV1,32050,"Prenatal examination, routine"
RFV1,32150,"Postpartum examination, routine"
RFV1,32200,Breast examination
RFV1,32250,Gynecological examination
RFV1,32300,Eye examination
RFV1,32350,Heart examination
RFV1,32400,Other special examination
RFV1,33000,Sensitization test
RFV1,33050,Skin immunity test
RFV1,33100,Glucose level determination
RFV1,33110,SARS-CoV-2 (Coronavirus disease [COVID-19]) test
RFV1,33111,SARS-CoV-2 (Coronavirus disease [COVID-19]) antibody test
RFV1,33140,Human immunodeficiency virus (HIV) test
RFV1,33150,Other blood test
RFV1,33151,Blood test for venereal disease
RFV1,33200,Blood pressure test
RFV1,33250,Urine test
RFV1,33300,Diagnostic endoscopies
RFV1,33350,Biopsies
RFV1,33400,"Mammography, xerography, breast therm..."
RFV1,33450,Diagnostic radiology
RFV1,33500,"EKG, ECG, electrocardiogram, treadmil..."
RFV1,33550,"EEG, electroencephalogram"
RFV1,33600,Hearing test
RFV1,33650,Pap smear
RFV1,33700,Other and unspecified diagnostic tests
RFV1,33701,Glaucoma test
RFV1,33702,Throat culture
RFV1,33703,Heart catheterization
RFV1,33704,Other cultures
RFV1,34000,Prophylactic inoculations
RFV1,34001,COVID-19 immunization
RFV1,34050,Exposure to venereal disease
RFV1,34080,Possible HIV
RFV1,34090,Exposure to human immunodeficiency vi...
RFV1,34100,Exposure to other infectious diseases
RFV1,34150,Exposure to bodily fluids of another ...
RFV1,35000,"Family planning, NOS"
RFV1,35050,Contraceptive medication
RFV1,35100,Contraceptive device
RFV1,35150,Counseling and examinations for pregn...
RFV1,35200,Abortion to be performed (at this visit)
RFV1,35250,Sterilization to be performed (at thi...
RFV1,35300,Artificial insemination
RFV1,35350,Preconception Counseling and Education
RFV1,41000,Allergy medication
RFV1,41100,Injections
RFV1,41110,Noncompliance with medication therapy
RFV1,41150,"Medication, other and unspecified kinds"
RFV1,42000,Preoperative visit for specified/unsp...
RFV1,42050,Postoperative visit
RFV1,44000,Physical medicine and rehabilitation
RFV1,44010,Cardiopulmonary resuscitation
RFV1,44050,Respiratory therapy
RFV1,44100,Psychotherapy
RFV1,44101,Group counseling
RFV1,44150,Radiation therapy
RFV1,44200,Acupuncture
RFV1,44250,Chemotherapy
RFV1,45000,Tube insertion
RFV1,45050,"Cauterization, all sites"
RFV1,45070,"IV therapy, infusion"
RFV1,45100,Urinary tract instrumentation and cat...
RFV1,45150,Fitting glasses and contact lenses
RFV1,45180,Detoxification
RFV1,45181,Alcohol detoxification
RFV1,45182,Drug detoxification
RFV1,45200,Minor surgery
RFV1,45201,Wart removed
RFV1,45210,Major surgery
RFV1,45250,Kidney dialysis
RFV1,45290,Internal prosthetic device
RFV1,45300,"External prosthetic devices, artifici..."
RFV1,45350,Corrective appliances
RFV1,45400,"Cast, splint - application, removal"
RFV1,45450,"Dressing, bandage - application, change"
RFV1,45500,"Irrigation, lavage"
RFV1,45550,"Suture - insertion, removal"
RFV1,45560,"Cosmetic injection, NOS"
RFV1,45561,Botox injection
RFV1,45600,Other specific therapeutic procedures...
RFV1,45650,"Transplant, NOS"
RFV1,45651,"Transplant, failure"
RFV1,45652,"Transplant, rejection"
RFV1,46000,Diet and nutritional counseling
RFV1,46040,Human immunodeficiency virus (HIV) co...
RFV1,46050,"Medical counseling, NOS"
RFV1,46051,Family history of cardiovascular disease
RFV1,46052,Family history of cancer
RFV1,46053,Family history of diabetes
RFV1,46054,Family history of other disease or co...
RFV1,47000,Economic problem
RFV1,47020,Problem with access to medical care
RFV1,47050,Marital problems
RFV1,47100,Parent-child problems
RFV1,47150,Other problems of family relationship
RFV1,47200,Educational problems
RFV1,47250,Occupational problems
RFV1,47300,Social adjustment problems
RFV1,47350,Legal problems
RFV1,47351,Police involvement in outpatient visi...
RFV1,47400,Other social problems
RFV1,48000,"Progress visit, NOS"
RFV1,50050,Fracture/dislocation of head and face
RFV1,50100,Fracture/dislocation of spinal column
RFV1,50150,"Fracture/dislocation of trunk area, e..."
RFV1,50200,Fracture/dislocation of leg
RFV1,50250,Fracture/dislocation of ankle
RFV1,50300,Fracture/dislocation of foot and toes
RFV1,50350,Fracture/dislocation of arm
RFV1,50400,Fracture/dislocation of wrist
RFV1,50450,Fracture/dislocation of hand and fingers
RFV1,50500,"Fracture, other and unspecified"
RFV1,51050,"Sprain and strain of cervical spine, ..."
RFV1,51100,Sprain and strain of back
RFV1,51150,Sprain and strain of knee
RFV1,51200,Sprain and strain of ankle
RFV1,51250,Sprain and strain of wrist
RFV1,51300,"Sprain or strain, other and unspecified"
RFV1,52050,Laceration/cut of head and neck area
RFV1,52100,Laceration/cut of facial area
RFV1,52150,Laceration/cut of trunk area
RFV1,52200,Laceration/cut of lower extremity
RFV1,52250,Laceration/cut of upper extremity
RFV1,52300,"Laceration/cut, site unspecified"
RFV1,53050,"Puncture wound of head, neck and faci..."
RFV1,53100,Puncture wound of trunk area
RFV1,53150,Puncture wound of lower extremity
RFV1,53200,Puncture wound of upper extremity
RFV1,53250,"Puncture wound, site unspecified"
RFV1,54050,"Contusions/abrasions/bruises of head,..."
RFV1,54100,Contusions/abrasions/bruises of eye
RFV1,54150,Contusions/abrasions/bruises of trunk...
RFV1,54200,Contusions/abrasions/bruises of lower...
RFV1,54250,Contusions/abrasions/bruises of upper...
RFV1,54300,"Contusion/abrasion/bruise, site unspe..."
RFV1,55050,"Injury, other and unspecified of head..."
RFV1,55100,"Injury, other and unspecified, of eye"
RFV1,55150,"Injury, other and unspecified, of back"
RFV1,55200,"Injury, other and unspecified, of che..."
RFV1,55250,"Injury, other and unspecified, of hip"
RFV1,55300,"Injury, other and unspecified, of leg"
RFV1,55350,"Injury, other and unspecified, of knee"
RFV1,55400,"Injury, other and unspecified, of ankle"
RFV1,55450,"Injury, other and unspecified, of foo..."
RFV1,55500,"Injury, other and unspecified, of sho..."
RFV1,55550,"Injury, other and unspecified, of arm"
RFV1,55600,"Injury, other and unspecified, of elbow"
RFV1,55650,"Injury, other and unspecified, of wrist"
RFV1,55700,"Injury, other and unspecified, of han..."
RFV1,55750,"Injury, multiple or unspecified"
RFV1,56000,Foreign body in eye
RFV1,56050,Foreign body in nose
RFV1,56100,Foreign body in skin
RFV1,56150,Foreign body in digestive tract
RFV1,56160,Foreign body in respiratory tract
RFV1,56200,Foreign body in other and unspecified...
RFV1,57050,"Burn, all degrees, to head, neck, and..."
RFV1,57100,"Burn, all degrees, to trunk area"
RFV1,57150,"Burn, all degrees, to extremities"
RFV1,57200,"Burn, all degrees, to site unspecified"
RFV1,57500,"Sunburn, windburn"
RFV1,57550,Insect bite
RFV1,57600,"Animal, human bite"
RFV1,58000,Late effects of an old injury
RFV1,58050,"Motor vehicle accident, type of injur..."
RFV1,58100,"Accident, NOS"
RFV1,58150,"Violence, NOS"
RFV1,58151,Child abuse or neglect
RFV1,58152,Battered spouse
RFV1,58153,Elder abuse
RFV1,58154,Gunshot wound
RFV1,58180,Intentional self-mutilation
RFV1,58200,Suicide attempt
RFV1,58201,"Overdose, intentional"
RFV1,58300,Rape
RFV1,58301,Sexual abuse
RFV1,58350,Dead on arrival (DOA)
RFV1,58360,Respiratory arrest
RFV1,58370,Cardiac arrest
RFV1,58380,Drowning
RFV1,58390,Cardiopulmonary arrest
RFV1,58400,Unconscious on arrival
RFV1,58410,State of consciousness not specified
RFV1,58420,Altered level of consciousness
RFV1,59000,Accidental poisoning
RFV1,59001,Food poisoning
RFV1,59002,"Ingestion, inhalation, or exposure to..."
RFV1,59050,Adverse effect of medication
RFV1,59100,Adverse effect of drug abuse
RFV1,59150,Adverse effect of alcohol
RFV1,59160,Alcohol poisoning
RFV1,59200,Adverse effects of environment
RFV1,59210,Adverse effects of secondhand smoke
RFV1,59220,Adverse effects of terrorism and biot...
RFV1,59250,"Adverse effects, other and unspecified"
RFV1,59300,Surgical Complications due to any imp...
RFV1,59301,"Due to presence of any implant, inter..."
RFV1,59302,Post-operative Medical Complications
RFV1,59350,"Systemic inflammatory response syndrome (SIRS), unspecified"
RFV1,59352,Severe sepsis
RFV1,59354,Systemic inflammatory response syndrome due to noninfect process...
RFV1,61000,For results of blood glucose tests
RFV1,61050,For results of cholesterol and trigly...
RFV1,61060,For results of test for human immunod...
RFV1,61100,For other findings of blood tests
RFV1,62000,For results of urine tests
RFV1,63000,For cytology findings
RFV1,64000,For radiological findings
RFV1,65000,For results of EKG
RFV1,66000,For results of skin tests
RFV1,67000,For other and unspecified test results
RFV1,71000,Physical examination required for sch...
RFV1,71001,Physical examination required for emp...
RFV1,71002,Executive physical examination
RFV1,71003,Physical examination required for school
RFV1,71004,Physical examination for extracurricu...
RFV1,71200,Driver's license examination
RFV1,71250,Insurance examination
RFV1,71300,Disability examination
RFV1,71310,Worker's Compensation examination
RFV1,71350,Premarital examination
RFV1,71351,Premarital blood test
RFV1,71370,Direct admission to hospital
RFV1,71400,Other reason for visit required by party
RFV1,89900,"Problems, complaints, NEC"
RFV1,89910,Patient unable to speak English
RFV1,89930,Patient (or spokesperson) refused care
RFV1,89970,Entry of 'none' or 'no complaint'
RFV1,89980,Inadequate data base
RFV1,89990,Illegible entry
IMMEDR,1,Immediate
IMMEDR,2,Emergent
IMMEDR,3,Urgent
IMMEDR,4,Semi-urgent
IMMEDR,5,Nonurgent
IMMEDR,7,Visit occurred in ESA that does not conduct nursing triage
